package,severity,version,fixed_version,description,cve_id,source
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: eth: bnxt: return fail if interf","CVE-2025-21974"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: net/mlx5: Unregister notifier on","CVE-2024-50136"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: tcp: take care of mixed splice()","CVE-2022-48819"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","A race condition was found in the QXL driver in the Linux kernel. The qxl_mode_dumb_create() functio","CVE-2023-39198","tykio/tyk-gateway"
"openssl","CRITICAL","1.1.1d-0+deb10u4","1.1.1n-0+deb10u2","The c_rehash script does not properly sanitise shell metacharacters to prevent command injection. Th","CVE-2022-1292","tykio/tyk-dashboard"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: bpf: Check the remaining info_cn","CVE-2024-50161"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: firmware: arm_scpi: Check the DV","CVE-2024-53157"
"linux-libc-dev","MEDIUM","4.19.194-3","4.19.304-1","In the Linux kernel, the following vulnerability has been resolved: crypto: pcrypt - Fix hungtask fo","CVE-2023-52813"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: f2fs: check discard support for ","CVE-2024-47680"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: iavf: Fix handling of dummy rece","CVE-2022-49583"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: octeontx2-pf: Fix resource leaka","CVE-2023-52905"
"linux-libc-dev","MEDIUM","4.19.194-3","4.19.316-1","In the Linux kernel, the following vulnerability has been resolved: scsi: qla2xxx: Fix command flush","CVE-2024-26931"
"linux-libc-dev","LOW","4.19.194-3","N/A","afu_mmio_region_get_by_offset in drivers/fpga/dfl-afu-region.c in the Linux kernel through 6.1.12 ha","CVE-2023-26242","tykio/tyk-gateway"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: accel/ivpu: Fix WARN in ivpu_ipc","CVE-2024-54193"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: parisc: Fix random data corrupti","CVE-2024-26706"
"linux-libc-dev","MEDIUM","4.19.194-3","4.19.282-1","A memory leak flaw and potential divide by zero and Integer overflow was found in the Linux kernel V","CVE-2023-0615","tykio/tyk-gateway"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: scsi: pm8001: Fix memory leak in","CVE-2022-49119"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","A flaw was found in the Linux Kernel. The tun/tap sockets have their socket UID hardcoded to 0 due t","CVE-2023-1076","tykio/tyk-gateway"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: usbnet: fix memory leak in error","CVE-2022-49657"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: ipv6: prevent NULL dereference i","CVE-2024-36901"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: gianfar: ethtool: Fix refcount l","CVE-2022-48856"
"linux-libc-dev","MEDIUM","4.19.194-3","4.19.249-1","In the Linux kernel, the following vulnerability has been resolved: dm: fix mempool NULL pointer rac","CVE-2021-47435"
"linux-libc-dev","LOW","4.19.194-3","4.19.249-1","A heap-based buffer overflow was found in the Linux kernel's LightNVM subsystem. The issue results f","CVE-2022-2991","tykio/tyk-gateway"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: netlink: fix false positive warn","CVE-2024-53212"
"linux-libc-dev","HIGH","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: scsi: aacraid: Fix double-free o","CVE-2024-46673"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: drm/panthor: Fix handling of par","CVE-2024-53116"
"linux-libc-dev","HIGH","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: iio: adc: ti-ads8688: fix inform","CVE-2024-57906"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: firmware: qcom: scm: Mark get_wq","CVE-2024-46692"
"linux-libc-dev","MEDIUM","4.19.194-3","4.19.316-1","In the Linux kernel, the following vulnerability has been resolved: do_sys_name_to_handle(): use kza","CVE-2024-26901"
"linux-libc-dev","HIGH","4.19.194-3","N/A","An issue was discovered in the Linux kernel before 6.0.11. Missing offset validation in drivers/net/","CVE-2022-47520","tykio/tyk-gateway"
"linux-libc-dev","MEDIUM","4.19.194-3","4.19.316-1","In the Linux kernel, the following vulnerability has been resolved: Bluetooth: hci_core: Fix possibl","CVE-2024-26889"
"libpam-runtime","HIGH","1.3.1-5","N/A","A flaw was found in pam_access, where certain rules in its configuration file are mistakenly treated","CVE-2024-10963","CVE-2024-10963"
"linux-libc-dev","HIGH","4.19.194-3","4.19.316-1","The IPv6 implementation in the Linux kernel before 6.3 has a net/ipv6/route.c max_size threshold tha","CVE-2023-52340","tykio/tyk-gateway"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: thermal: intel: hfi: Add syscore","CVE-2024-26646"
"linux-libc-dev","HIGH","4.19.194-3","4.19.282-1","A use-after-free flaw was found in vcs_read in drivers/tty/vt/vc_screen.c in vc_screen in the Linux ","CVE-2023-3567","tykio/tyk-gateway"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: drm/msm/dp: populate connector o","CVE-2022-49221"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: perf/core: Add RCU read lock pro","CVE-2025-21889"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: KVM: VMX: Bury Intel PT virtuali","CVE-2024-53135"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: tcp: correct handling of extreme","CVE-2025-21710"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: media: uvcvideo: Fix crash durin","CVE-2024-58079"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: ocfs2: uncache inode which has f","CVE-2024-53112"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: ice: fix memleak in ice_init_tx_","CVE-2024-50190"
"linux-libc-dev","HIGH","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: nfsd: fix possible badness in FR","CVE-2024-50043"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: ksmbd: fix bug on trap in smb2_l","CVE-2025-21944"
"linux-libc-dev","HIGH","4.19.194-3","4.19.208-1","In the Linux kernel, the following vulnerability has been resolved: misc/libmasm/module: Fix two use","CVE-2021-47334"
"linux-libc-dev","MEDIUM","4.19.194-3","4.19.232-1","In the Linux kernel, the following vulnerability has been resolved: isdn: mISDN: Fix sleeping functi","CVE-2021-47468"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: scsi: st: Fix array overflow in ","CVE-2025-37857"
"linux-libc-dev","HIGH","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: drm/xe: Free job before xe_exec_","CVE-2024-44978"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: mmc: core: use sysfs_emit() inst","CVE-2022-49267"
"linux-libc-dev","LOW","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: md/raid10: wait barrier before r","CVE-2025-40325"
"linux-libc-dev","MEDIUM","4.19.194-3","4.19.316-1","In the Linux kernel, the following vulnerability has been resolved: mtd: Fix gluebi NULL pointer der","CVE-2023-52449"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: md/raid1,raid10: don't ignore IO"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: gtp: fix a potential NULL pointe","CVE-2024-46677"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: ksmbd: unset the binding mark of","CVE-2024-46795"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: PCI: imx6: Fix suspend/resume su","CVE-2024-57809"
"curl","HIGH","7.64.0-4+deb10u1","N/A","When an application tells libcurl it wants to allow HTTP/2 server push, and the amount of received h","CVE-2024-2398"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: erofs: handle overlapped pcluste","CVE-2024-47736"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: wifi: rt2x00: restart beacon que","CVE-2023-52595"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: wifi: iwlwifi: mvm: clean up ROC","CVE-2025-21906"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: nvmet: Don't overflow subsysnqn ","CVE-2024-53681"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: firewire: fix memory leak for pa","CVE-2023-52989"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: net: ntb_netdev: Move ntb_netdev","CVE-2024-42110"
"linux-libc-dev","MEDIUM","4.19.194-3","4.19.232-1","In the Linux kernel, the following vulnerability has been resolved: ocfs2: fix data corruption after","CVE-2021-47460"
"python3.7-minimal","CRITICAL","3.7.3-2+deb10u3","3.7.3-2+deb10u4","The Keccak XKCP SHA-3 reference implementation before fdc6fef has an integer overflow and resultant ","CVE-2022-37454","tykio/tyk-gateway"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: mips: cpc: Fix refcount leak in ","CVE-2022-49324"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: ceph: avoid putting the realm tw","CVE-2022-49770"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: video: fbdev: nvidiafb: Use strs","CVE-2021-47642"
"curl","LOW","7.64.0-4+deb10u1","7.64.0-4+deb10u3","curl 7.7 through 7.76.1 suffers from an information disclosure when the `-t` command line option, kn","CVE-2021-22898"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: netfilter: nf_tables: reject mis","CVE-2025-21826"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: ila: block BH in ila_output() As","CVE-2024-41081"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: arm64: ftrace: consistently hand","CVE-2022-49721"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: ibmvnic: don't release napi in _","CVE-2022-48811"
"linux-libc-dev","HIGH","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: usb: gadget: f_ncm: Fix UAF ncm ","CVE-2024-26996"
"libcurl4","LOW","7.64.0-4+deb10u1","7.64.0-4+deb10u4","When curl is used to retrieve and parse cookies from a HTTP(S) server, itaccepts cookies using contr","CVE-2022-35252"
"bash","LOW","5.0-4","N/A","N/A","TEMP-0841856-B18BAF","tykio/tyk-gateway","tykio/tyk-dashboard"
"xz-utils","HIGH","5.2.4-1","N/A","XZ Utils provide a general-purpose data-compression library plus command-line tools. In XZ Utils 5.3","CVE-2025-31115","tykio/tyk-gateway"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: mptcp: init: protect sched with ","CVE-2024-53047"
"linux-libc-dev","MEDIUM","4.19.194-3","4.19.208-1","In the Linux kernel, the following vulnerability has been resolved: net: ieee802154: fix null deref ","CVE-2021-47257"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: sock: redo the psock vs ULP prot","CVE-2022-49732"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: module: fix [e_shstrndx].sh_size","CVE-2022-49444"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: tty: Fix a possible resource lea","CVE-2022-49314"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: drm: Check output polling initia","CVE-2024-35927"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: drm/xe/oa: Fix overflow in oa ba","CVE-2024-50090"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: ocfs2: fix crash when mount with","CVE-2022-49274"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: wifi: iwlwifi: mvm: don't leak a","CVE-2024-53074"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: igb: Initialize mailbox message ","CVE-2022-48949"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: drm/amd/display: Validate functi","CVE-2024-46775"
"linux-libc-dev","HIGH","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: Bluetooth: MGMT: Fix slab-use-af","CVE-2024-53208","CVE-2024-58013"
"linux-libc-dev","LOW","4.19.194-3","4.19.269-1","A vulnerability has been found in Linux Kernel and classified as problematic. This vulnerability aff","CVE-2022-3521","tykio/tyk-gateway"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: x86/fred: Clear WFE in missing-E","CVE-2024-56761"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: bpf: Mark bpf prog stack with km","CVE-2024-42063"
"tar","LOW","1.30+dfsg-6","N/A","Tar 1.15.1 does not properly warn the user when extracting setuid or setgid files, which may allow l","CVE-2005-2541","CVE-2005-2541"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: hrtimers: Force migrate away hrt","CVE-2025-21816"
"libc-bin","HIGH","2.28-10","2.28-10+deb10u2","The iconv function in the GNU C Library (aka glibc or libc6) 2.32 and earlier, when processing inval","CVE-2021-3326","CVE-2021-3326"
"linux-libc-dev","HIGH","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: udf: Fix a slab-out-of-bounds wr","CVE-2022-49846"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: idpf: fix checksums set in idpf_","CVE-2025-21890"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: drm/amdgpu: add list empty check","CVE-2024-49904"
"linux-libc-dev","HIGH","4.19.194-3","4.19.249-2","A use-after-free flaw was found in the Linux kernel’s sound subsystem in the way a user triggers con","CVE-2022-1048","tykio/tyk-gateway"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: crypto: tegra - do not transfer ","CVE-2024-58075"
"libpython3.7","HIGH","3.7.3-2+deb10u3","N/A","Python 3.9.x before 3.9.16 and 3.10.x before 3.10.9 on Linux allows local privilege escalation in a ","CVE-2022-42919","tykio/tyk-gateway"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: drm/amd/display: Fix a NULL poin","CVE-2022-49232"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: drm/amdgpu: Off by one in dm_dmu","CVE-2022-49365"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: iwlwifi: mvm: check debugfs_dir ","CVE-2022-48918"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: media: venus: hfi: add a check t","CVE-2025-23159"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: btrfs: fix transaction atomicity","CVE-2024-57806"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: nfsd: decrease sc_count directly","CVE-2025-37871"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: drm/xe: Fix opregion leak Being ","CVE-2024-44980"
"curl","LOW","7.64.0-4+deb10u2","N/A","When curl is instructed to get content using the metalink feature, and a user name and password are ","CVE-2021-22923"
"linux-libc-dev","HIGH","4.19.194-3","4.19.289-1","An issue was discovered in the Linux kernel before 6.3.2. A use-after-free was found in renesas_usb3","CVE-2023-35828","tykio/tyk-gateway"
"linux-libc-dev","HIGH","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: cpufreq: apple-soc: Fix null-ptr","CVE-2025-37831"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: bfq: Make sure bfqg for which we","CVE-2022-49411"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: cachefiles: Set object to close ","CVE-2024-41074"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: ipv6: Fix signed integer overflo","CVE-2022-49727","CVE-2022-49728"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: drm/i915/huc: Fix fence not rele","CVE-2025-37754"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: ocfs2: fix null-ptr-deref when j","CVE-2024-49957"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: remoteproc: qcom_q6v5_mss: Fix s","CVE-2022-49188"
"libpython3.7-minimal","LOW","3.7.3-2+deb10u3","N/A","In Python 3 through 3.9.0, the Lib/test/multibytecodec_support.py CJK codec tests call eval() on con","CVE-2020-27619"
"python3.7","LOW","3.7.3-2+deb10u3","N/A","An issue was discovered in urllib2 in Python 2.x through 2.7.17 and urllib in Python 3.x through 3.8","CVE-2019-18348","tykio/tyk-gateway"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: wifi: mac80211: fix queue select","CVE-2022-49646"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: VMCI: Use threaded irqs instead ","CVE-2022-49759"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: video: fbdev: sm712fb: Fix crash","CVE-2022-49162"
"libssl1.1","MEDIUM","1.1.1d-0+deb10u4","N/A","Issue summary: Processing a maliciously formatted PKCS12 file may lead OpenSSL to crash leading to a","CVE-2024-0727","tykio/tyk-dashboard"
"linux-libc-dev","MEDIUM","4.19.194-3","4.19.232-1","In the Linux kernel, the following vulnerability has been resolved: ALSA: pcm: oss: Limit the period","CVE-2021-47509"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: ipmr: do not call mr_mfc_uses_de","CVE-2025-21719"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: drm/amd/amdgpu: fix potential me","CVE-2021-47550"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: btrfs: fix ulist leaks in error ","CVE-2022-49912"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: ovl: Filter invalid inodes with ","CVE-2024-56570"
"linux-libc-dev","HIGH","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: jfs: fix array-index-out-of-boun","CVE-2024-56596"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: KVM: Reject attempts to consume ","CVE-2022-49882"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: power/reset: arm-versatile: Fix ","CVE-2022-49609"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: eth: sungem: remove .ndo_poll_co","CVE-2024-38597"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: partitions: mac: fix handling of","CVE-2025-21772"
"linux-libc-dev","MEDIUM","4.19.194-3","4.19.316-1","In the Linux kernel, the following vulnerability has been resolved: tun: limit printing rate when il","CVE-2024-27013"
"libhogweed4","HIGH","3.4.1-1","3.4.1-1+deb10u1","A flaw was found in Nettle in versions before 3.7.2, where several Nettle signature verification fun","CVE-2021-20305"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: clk: ralink: mtmips: fix clocks ","CVE-2024-53223"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: Bluetooth: hci_core: cancel all ","CVE-2024-41063"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: btrfs: fix inode list leak durin","CVE-2022-49913","CVE-2022-49914"
"libldap-common","HIGH","2.4.47+dfsg-3+deb10u4","N/A","A vulnerability was found in openldap. This security flaw causes a null pointer dereference in ber_m","CVE-2023-2953","tykio/tyk-dashboard"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: net: phy: micrel: Allow probing ","CVE-2022-49472"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: net: dsa: microchip: ksz_common:","CVE-2022-49591"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: netfilter: nft_limit: reject con","CVE-2024-26668"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: bcachefs: Fix sb_field_downgrade","CVE-2024-41086"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: idpf: convert workqueues to unbo","CVE-2024-58057"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: net/mlx5e: Fix crash caused by c","CVE-2024-49953"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: can: m_can: m_can_tx_handler(): ","CVE-2022-49275"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: drm/nouveau: prime: fix refcount","CVE-2024-43867"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: fbdev: defio: fix the pagelist c","CVE-2022-49511"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: fuse: use exclusive lock when FU","CVE-2024-47746"
"libc-dev-bin","MEDIUM","2.28-10","2.28-10+deb10u4","nscd: Null pointer crashes after notfound response If the Name Service Cache Daemon's (nscd) cache f","CVE-2024-33600","tykio/tyk-gateway"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: cxl/pmem: Fix cxl_pmem_region an","CVE-2022-49896"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: vp_vdpa: fix id_table array not ","CVE-2024-53110"
"linux-libc-dev","HIGH","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: mm: call the security_mmap_file(","CVE-2024-47745"
"libonig5","LOW","6.9.1-1","N/A","Oniguruma before 6.9.3 allows Stack Exhaustion in regcomp.c because of recursion in regparse.c.","CVE-2019-16163","tykio/tyk-gateway"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: bpf: Avoid uninitialized value i","CVE-2024-42161"
"linux-libc-dev","HIGH","4.19.194-3","4.19.304-1","A use-after-free vulnerability in the Linux kernel's net/sched: cls_u32 component can be exploited t","CVE-2023-4208","tykio/tyk-gateway"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: x86/mm: Disallow vsyscall page r","CVE-2024-26906"
"linux-libc-dev","LOW","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: tracing/osnoise: Fix resetting o","CVE-2025-21733"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: RDMA/hns: Fix spin_unlock_irqres","CVE-2024-47735"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: btrfs: always do the basic check","CVE-2024-42111"
"dirmngr","LOW","2.2.12-1+deb10u1","N/A","A flaw was found in the way certificate signatures could be forged using collisions found in the SHA","CVE-2019-14855","tykio/tyk-gateway"
"grpcio","HIGH","1.24.0","1.53.0","When gRPC HTTP2 stack raised a header size exceeded error, it skipped parsing the rest of the HPACK ","CVE-2023-32731"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: ACPI: PPTT: Fix to avoid sleep i","CVE-2023-53070"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: soc: imx8m: Probe the SoC driver","CVE-2024-56787"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: wifi: rtw89: chan: fix soft lock","CVE-2024-57991"
"linux-libc-dev","HIGH","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: net/iucv: fix use after free in ","CVE-2024-42271"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: drm/amd/amdgpu: Check tbo resour","CVE-2024-46807"
"openssl","HIGH","1.1.1d-0+deb10u4","1.1.1d-0+deb10u5","Calls to EVP_CipherUpdate, EVP_EncryptUpdate and EVP_DecryptUpdate may overflow the output length ar","CVE-2021-23840"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: drm/msm: don't free the IRQ if i","CVE-2022-49458"
"linux-libc-dev","HIGH","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: Bluetooth: Fix a buffer overflow","CVE-2022-49754"
"linux-libc-dev","LOW","4.19.194-3","N/A","A flaw named ""EntryBleed"" was found in the Linux Kernel Page Table Isolation (KPTI). This issue coul","CVE-2022-4543","tykio/tyk-gateway"
"libpython3.7-minimal","LOW","3.7.3-2+deb10u3","N/A","Lib/webbrowser.py in Python through 3.6.3 does not validate strings before launching the program spe","CVE-2017-17522","tykio/tyk-gateway"
